,accession,trivname
2615,Q6UXI9,NPNT_HUMAN
2616,O00217,NDUS8_HUMAN
2617,Q12879,NMDE1_HUMAN
2618,Q96PU5,NED4L_HUMAN
2619,Q8N130,NPT2C_HUMAN
2620,Q8NFW8,NEUA_HUMAN
2621,Q96JN8,NEUL4_HUMAN
2622,P35228,NOS2_HUMAN
2623,P61580,NP10_HUMAN
2624,O94916,NFAT5_HUMAN
2625,P13686,PPA5_HUMAN
2626,Q8IY26,PLPP6_HUMAN
2627,P78367,NKX32_HUMAN
2628,Q16288,NTRK3_HUMAN
2629,O60285,NUAK1_HUMAN
2630,Q13133,NR1H3_HUMAN
2631,Q8WUM0,NU133_HUMAN
2632,Q8N138,ORML3_HUMAN
2633,A0A2R8YFL7,OSP4A_HUMAN
2634,Q9NZJ9,NUDT4_HUMAN
2635,Q5VZ03,NXNL2_HUMAN
2636,Q8NGC0,O5AU1_HUMAN
2637,Q58A45,PAN3_HUMAN
2638,O60431,OR1I1_HUMAN
2639,Q8NGI0,O52N2_HUMAN
2640,P40424,PBX1_HUMAN
2641,Q86TB9,PATL1_HUMAN
2642,Q96HM7,PED1B_HUMAN
2643,Q6ZW05,PTHD4_HUMAN
2644,P29074,PTN4_HUMAN
2645,P51665,PSMD7_HUMAN
2646,O14949,QCR8_HUMAN
2647,Q9P2K3,RCOR3_HUMAN
2648,A6NED2,RCCD1_HUMAN
2649,P62834,RAP1A_HUMAN
2650,Q7LG56,RIR2B_HUMAN
2651,P0C7M4,RHF2B_HUMAN
2652,Q5UIP0,RIF1_HUMAN
2653,Q8IYK8,REM2_HUMAN
2654,Q3KRB8,RHGBB_HUMAN
2655,Q9BRS2,RIOK1_HUMAN
2656,A6NNX1,RIAD1_HUMAN
2657,A5PLK6,RGSL_HUMAN
2658,Q96EN9,REX1B_HUMAN
2659,Q8NC44,RETR2_HUMAN
2660,Q06520,ST2A1_HUMAN
2661,W5XKT8,SACA6_HUMAN
2662,Q9BSK2,S2533_HUMAN
2663,Q96AG3,S2546_HUMAN
2664,Q8WUT9,S2543_HUMAN
2665,Q96H78,S2544_HUMAN
2666,Q9Y2P5,S27A5_HUMAN
2667,Q5TIA1,MEI1_HUMAN
2668,Q9HCI7,MSL2_HUMAN
2669,P20585,MSH3_HUMAN
2670,Q53F39,MPPE1_HUMAN
2671,Q96DH6,MSI2H_HUMAN
2672,O15427,MOT4_HUMAN
2673,O43482,MS18B_HUMAN
2674,A6NND4,O2AT4_HUMAN
2675,A0A0C5B5G6,MOTSC_HUMAN
2676,Q14149,MORC3_HUMAN
2677,Q9HC84,MUC5B_HUMAN
2678,Q8TAX7,MUC7_HUMAN
2679,Q6IA69,NADE_HUMAN
2680,P57103,NAC3_HUMAN
2681,O96009,NAPSA_HUMAN
2682,Q9NX02,NALP2_HUMAN
2683,A6PVI3,NCB2L_HUMAN
2684,Q8IVL0,NAV3_HUMAN
2685,O95168,NDUB4_HUMAN
2686,Q7L1T6,NB5R4_HUMAN
2687,Q9HAN9,NMNA1_HUMAN
2688,Q8TD19,NEK9_HUMAN
2689,Q8NHV4,NEDD1_HUMAN
2690,O15239,NDUA1_HUMAN
2691,Q9HBY0,NOX3_HUMAN
2692,Q9UM47,NOTC3_HUMAN
2693,Q9H8H0,NOL11_HUMAN
2694,Q9NX14,NDUBB_HUMAN
2695,Q9ULW6,NP1L2_HUMAN
2696,P08651,NFIC_HUMAN
2697,Q8TDF5,NETO1_HUMAN
2698,A6NCS4,NKX26_HUMAN
2699,Q9NQX5,NPDC1_HUMAN
2700,Q8N5F7,NKAP_HUMAN
2701,Q16656,NRF1_HUMAN
2702,P04629,NTRK1_HUMAN
2703,P0C025,NUD17_HUMAN
2704,Q8NGS1,OR1J4_HUMAN
2705,Q8NGC4,O10G3_HUMAN
2706,O15496,PA2GX_HUMAN
2707,P0DN82,O12D1_HUMAN
2708,Q6IN85,P4R3A_HUMAN
2709,Q8NCC3,PAG15_HUMAN
2710,P05165,PCCA_HUMAN
2711,O14832,PAHX_HUMAN
2712,P54750,PDE1A_HUMAN
2713,Q6L8Q7,PDE12_HUMAN
2714,Q9UBL9,P2RX2_HUMAN
2715,P51575,P2RX1_HUMAN
2716,Q15004,PAF15_HUMAN
2717,Q9Y5E9,PCDBE_HUMAN
2718,Q9Y5G7,PCDG6_HUMAN
2719,O15350,P73_HUMAN
2720,P36871,PGM1_HUMAN
2721,Q9NZH4,PTTG3_HUMAN
2722,P48556,PSMD8_HUMAN
2723,Q9BZE2,PUS3_HUMAN
2724,Q53S08,RAB6D_HUMAN
2725,Q6NSI4,RADX_HUMAN
2726,Q8TBY0,RBM46_HUMAN
2727,Q9H1K0,RBNS5_HUMAN
2728,Q9P0K7,RAI14_HUMAN
2729,Q969Q5,RAB24_HUMAN
2730,O14807,RASM_HUMAN
2731,Q13278,RIG_HUMAN
2732,Q0D2K3,RIPP1_HUMAN
2733,Q4ADV7,RIC1_HUMAN
2734,Q86X27,RGPS2_HUMAN
2735,Q6R327,RICTR_HUMAN
2736,Q15382,RHEB_HUMAN
2737,Q8TB24,RIN3_HUMAN
2738,A8MQT2,GOG8B_HUMAN
2739,O95467,GNAS3_HUMAN
2740,Q9Y450,HBS1L_HUMAN
2741,Q9UJJ9,GNPTG_HUMAN
2742,O14626,GP171_HUMAN
2743,Q13002,GRIK2_HUMAN
2744,Q6DRA6,H2B2D_HUMAN
2745,Q8WW33,GTSF1_HUMAN
2746,Q16478,GRIK5_HUMAN
2747,Q5TEC6,H3PS2_HUMAN
2748,Q8IUY3,GRM2A_HUMAN
2749,P48058,GRIA4_HUMAN
2750,P09105,HBAT_HUMAN
2751,Q7Z3K6,MIER3_HUMAN
2752,Q9BY79,MFRP_HUMAN
2753,Q5T2T1,MPP7_HUMAN
2754,P21953,ODBB_HUMAN
2755,A6NL08,O6C75_HUMAN
2756,Q8NH10,OR8U1_HUMAN
2757,Q99570,PI3R4_HUMAN
2758,Q86WK9,PAQR7_HUMAN
2759,O43252,PAPS1_HUMAN
2760,P43116,PE2R2_HUMAN
2761,Q9UJV8,PURG_HUMAN
2762,Q9BRQ0,PYGO2_HUMAN
2763,Q9UKA8,RCAN3_HUMAN
2764,Q92930,RAB8B_HUMAN
2765,Q9Y388,RBMX2_HUMAN
2766,P11233,RALA_HUMAN
2767,P0C881,R10B1_HUMAN
2768,P63000,RAC1_HUMAN
2769,Q6NVV1,R13P3_HUMAN
2770,O75154,RFIP3_HUMAN
2771,Q53QZ3,RHG15_HUMAN
2772,Q9P2F6,RHG20_HUMAN
2773,Q2M1Z3,RHG31_HUMAN
2774,Q96A58,RERG_HUMAN
2775,P41220,RGS2_HUMAN
2776,O60673,REV3L_HUMAN
2777,Q9P260,RELCH_HUMAN
2778,Q9UHA3,RLP24_HUMAN
2779,Q9HD33,RM47_HUMAN
2780,Q13905,RPGF1_HUMAN
2781,P61587,RND3_HUMAN
2782,Q96MT1,RN145_HUMAN
2783,O75818,RPP40_HUMAN
2784,P62280,RS11_HUMAN
2785,P14678,RSMB_HUMAN
2786,P82912,RT11_HUMAN
2787,Q6ZMH5,S39A5_HUMAN
2788,Q96HN2,SAHH3_HUMAN
2789,Q7Z769,S35E3_HUMAN
2790,Q96GZ6,S41A3_HUMAN
2791,Q5VXD3,SAM13_HUMAN
2792,Q9H9S3,S61A2_HUMAN
2793,Q9UIY3,RWD2A_HUMAN
2794,P62304,RUXE_HUMAN
2795,Q96DX4,RSPRY_HUMAN
2796,Q9BZV2,S19A3_HUMAN
2797,Q9NPR2,SEM4B_HUMAN
2798,Q8NFY4,SEM6D_HUMAN
2799,Q8WXD2,SCG3_HUMAN
2800,Q99500,S1PR3_HUMAN
2801,Q8IWX5,SGPP2_HUMAN
2802,Q93073,SBP2L_HUMAN
2803,Q96NB2,SFXN2_HUMAN
2804,Q13530,SERC3_HUMAN
2805,Q6UWP8,SBSN_HUMAN
2806,P34741,SDC2_HUMAN
2807,Q96JE7,SC16B_HUMAN
2808,Q8NBX0,SCPDL_HUMAN
2809,O94979,SC31A_HUMAN
2810,Q9UL12,SARDH_HUMAN
2811,O00631,SARCO_HUMAN
2812,Q92791,SC65_HUMAN
2813,Q15036,SNX17_HUMAN
2814,P48029,SC6A8_HUMAN
2815,Q86XZ4,SPAS2_HUMAN
2816,Q9Y5X3,SNX5_HUMAN
2817,Q96L92,SNX27_HUMAN
2818,Q9H2V7,SPNS1_HUMAN
2819,Q99797,MIPEP_HUMAN
2820,Q8TD08,MK15_HUMAN
2821,O43451,MGA_HUMAN
2822,Q6Q8B3,MO2R2_HUMAN
2823,Q4G0N4,NAKD2_HUMAN
2824,Q9BUA6,MYL10_HUMAN
2825,P20592,MX2_HUMAN
2826,Q6UX06,OLFM4_HUMAN
2827,A0A0X1KG70,ORM2B_HUMAN
2828,Q8NGX9,OR6P1_HUMAN
2829,Q8NGR3,OR1K1_HUMAN
2830,Q8NGS9,O13C2_HUMAN
2831,Q96CV9,OPTN_HUMAN
2832,Q9UGF5,O14J1_HUMAN
2833,Q96GU1,PAGE5_HUMAN
2834,Q16654,PDK4_HUMAN
2835,Q9H714,PACER_HUMAN
2836,P29122,PCSK6_HUMAN
2837,Q9Y5H3,PCDGA_HUMAN
2838,Q86VZ1,P2RY8_HUMAN
2839,P15863,PAX1_HUMAN
2840,Q8TEW0,PARD3_HUMAN
2841,E9PI22,P23D1_HUMAN
2842,P22079,PERL_HUMAN
2843,P0DJ07,PT100_HUMAN
2844,Q13308,PTK7_HUMAN
2845,Q8IZV5,RDH10_HUMAN
2846,O94761,RECQ4_HUMAN
2847,Q14498,RBM39_HUMAN
2848,Q13702,RAPSN_HUMAN
2849,Q9BWF3,RBM4_HUMAN
2850,P15153,RAC2_HUMAN
2851,Q6MZT1,R7BP_HUMAN
2852,A6NC62,RAKDN_HUMAN
2853,Q8IZ41,RASEF_HUMAN
2854,Q93062,RBPMS_HUMAN
2855,Q96B01,R51A1_HUMAN
2856,Q8HWS3,RFX6_HUMAN
2857,Q13017,RHG05_HUMAN
2858,P62891,RL39_HUMAN
2859,Q9BZE1,RM37_HUMAN
2860,P34096,RNAS4_HUMAN
2861,Q03395,ROM1_HUMAN
2862,Q9NW08,RPC2_HUMAN
2863,Q9NWS8,RMND1_HUMAN
2864,Q8TAA1,RNS11_HUMAN
2865,O75526,RMXL2_HUMAN
2866,Q14684,RRP1B_HUMAN
2867,Q5JNZ5,RS26L_HUMAN
2868,P42677,RS27_HUMAN
2869,Q71UM5,RS27L_HUMAN
2870,Q9H0K4,RSH6A_HUMAN
2871,Q96T23,RSF1_HUMAN
2872,Q9Y226,S22AD_HUMAN
2873,Q9Y2Q9,RT28_HUMAN
2874,Q92504,S39A7_HUMAN
2875,Q9C0K1,S39A8_HUMAN
2876,A6ZKI3,RTL8C_HUMAN
2877,Q96G79,S35A4_HUMAN
2878,Q6ICC9,RTL6_HUMAN
2879,Q16348,S15A2_HUMAN
2880,Q96EE3,SEH1_HUMAN
2881,P82675,RT05_HUMAN
2882,Q13591,SEM5A_HUMAN
2883,Q07699,SCN1B_HUMAN
2884,Q96HI0,SENP5_HUMAN
2885,Q8NH92,OR1S1_HUMAN
2886,O75914,PAK3_HUMAN
2887,Q9UNK4,PA2GD_HUMAN
2888,Q7Z3H0,PANKY_HUMAN
2889,Q9BSG0,PADC1_HUMAN
2890,O60330,PCDGC_HUMAN
2891,Q7Z4N8,P4HA3_HUMAN
2892,Q8NDF8,PAPD5_HUMAN
2893,P23759,PAX7_HUMAN
2894,Q86W56,PARG_HUMAN
2895,Q8IXQ8,PDZD9_HUMAN
2896,P41219,PERI_HUMAN
2897,Q5QFB9,PAPAS_HUMAN
2898,P56589,PEX3_HUMAN
2899,Q9H3Y8,PPDPF_HUMAN
2900,Q8TBF5,PIGX_HUMAN
2901,P24666,PPAC_HUMAN
2902,Q6UQ28,PLET1_HUMAN
2903,Q9UM63,PLAL1_HUMAN
2904,Q6S5H5,POTEG_HUMAN
2905,Q01860,PO5F1_HUMAN
2906,P36873,PP1G_HUMAN
2907,O00592,PODXL_HUMAN
2908,O43660,PLRG1_HUMAN
2909,Q7Z443,PK1L3_HUMAN
2910,Q99697,PITX2_HUMAN
2911,Q5JSZ5,PRC2B_HUMAN
2912,O95084,PRS23_HUMAN
2913,Q5JRX3,PREP_HUMAN
2914,Q9UIG5,PS1C1_HUMAN
2915,Q16401,PSMD5_HUMAN
2916,Q2KHR3,QSER1_HUMAN
2917,Q5HYI8,RABL3_HUMAN
2918,P61575,RECK8_HUMAN
2919,P61224,RAP1B_HUMAN
2920,Q96DA2,RB39B_HUMAN
2921,Q9UBG7,RBPJL_HUMAN
2922,Q8N431,RGF1C_HUMAN
2923,O43182,RHG06_HUMAN
2924,Q9ULC3,RAB23_HUMAN
2925,Q8IXN7,RIMKA_HUMAN
2926,P10745,RET3_HUMAN
2927,P49758,RGS6_HUMAN
2928,Q02094,RHAG_HUMAN
2929,Q01201,RELB_HUMAN
2930,Q2M5E4,RGS21_HUMAN
2931,P47914,RL29_HUMAN
2932,Q8IXM3,RM41_HUMAN
2933,Q9BYD2,RM09_HUMAN
2934,Q99942,RNF5_HUMAN
2935,Q9BT43,RPC7L_HUMAN
2936,P0DPB5,RPC22_HUMAN
2937,Q96C03,MID49_HUMAN
2938,Q00266,METK1_HUMAN
2939,P52701,MSH6_HUMAN
2940,O95907,MOT3_HUMAN
2941,A6NHM9,MOXD2_HUMAN
2942,Q9ULH7,MRTFB_HUMAN
2943,Q8IXL7,MSRB3_HUMAN
2944,Q9BZD4,NUF2_HUMAN
2945,Q68D85,NR3L1_HUMAN
2946,Q8TAX0,OSR1_HUMAN
2947,Q86WC4,OSTM1_HUMAN
2948,Q6GQQ9,OTU7B_HUMAN
2949,Q8NGA8,O4F17_HUMAN
2950,Q8NGH8,O56A4_HUMAN
2951,Q8NGE3,O10P1_HUMAN
2952,Q8NGE5,O10A7_HUMAN
2953,A0A075B759,PAL4E_HUMAN
2954,Q9NVE7,PANK4_HUMAN
2955,Q96RD7,PANX1_HUMAN
2956,Q9Y5I3,PCDA1_HUMAN
2957,Q9NP74,PALMD_HUMAN
2958,P30039,PBLD_HUMAN
2959,Q9P0J1,PDP1_HUMAN
2960,Q16549,PCSK7_HUMAN
2961,P27815,PDE4A_HUMAN
2962,Q6VY07,PACS1_HUMAN
2963,P32322,P5CR1_HUMAN
2964,Q9NWS1,PARI_HUMAN
2965,Q8WV60,PTCD2_HUMAN
2966,Q5H9M0,PWP3B_HUMAN
2967,Q96HA9,PX11C_HUMAN
2968,Q15269,PWP2_HUMAN
2969,Q9H4I0,RD21L_HUMAN
2970,P46063,RECQ1_HUMAN
2971,O94762,RECQ5_HUMAN
2972,P42696,RBM34_HUMAN
2973,Q5RL73,RBM48_HUMAN
2974,Q8WWW0,RASF5_HUMAN
2975,Q6WKZ4,RFIP1_HUMAN
2976,Q96E17,RAB3C_HUMAN
2977,Q7Z6P3,RAB44_HUMAN
2978,Q13972,RGRF1_HUMAN
2979,Q6P5R6,RL22L_HUMAN
2980,Q9BQ48,RM34_HUMAN
2981,P62277,RS13_HUMAN
2982,P84103,SRSF3_HUMAN
2983,Q8N4F4,S22AO_HUMAN
2984,Q9Y265,RUVB1_HUMAN
2985,Q9H2B4,S26A1_HUMAN
2986,O43868,S28A2_HUMAN
2987,P0C874,S31D3_HUMAN
2988,Q2Y0W8,S4A8_HUMAN
2989,P31153,METK2_HUMAN
2990,Q9UHC1,MLH3_HUMAN
2991,O15091,MRPP3_HUMAN
2992,Q96PE5,OPALI_HUMAN
2993,Q9BT17,MTG1_HUMAN
2994,Q5JR59,MTUS2_HUMAN
2995,Q9BV20,MTNA_HUMAN
2996,P45985,MP2K4_HUMAN
2997,P42285,MTREX_HUMAN
2998,Q969V5,MUL1_HUMAN
2999,F8WFD2,NPIA3_HUMAN
3000,Q92692,NECT2_HUMAN
3001,E9PIF3,NPIA2_HUMAN
3002,Q9BSC4,NOL10_HUMAN
3003,Q8NET5,NFAM1_HUMAN
3004,Q96PB7,NOE3_HUMAN
3005,Q8TC44,POC1B_HUMAN
3006,Q9NVX2,NLE1_HUMAN
3007,Q9NWW6,NRK1_HUMAN
3008,P55055,NR1H2_HUMAN
3009,Q12769,NU160_HUMAN
3010,Q86VF7,NRAP_HUMAN
3011,Q9Y6Y0,NS1BP_HUMAN
3012,A0A2R8Y4Y8,OSP4B_HUMAN
3013,Q8N573,OXR1_HUMAN
3014,Q8NHW6,OTOSP_HUMAN
3015,Q8IYS1,P20D2_HUMAN
3016,Q13438,OS9_HUMAN
3017,Q9Y5N6,ORC6_HUMAN
3018,Q8NH42,OR4KD_HUMAN
3019,Q5VVQ6,OTU1_HUMAN
3020,Q5VV17,OTUD1_HUMAN
3021,Q96G74,OTUD5_HUMAN
3022,Q7L8S5,OTU6A_HUMAN
3023,Q9NZP0,OR6C3_HUMAN
3024,Q8IVF1,NTM2A_HUMAN
3025,O43613,OX1R_HUMAN
3026,Q8NH69,OR5W2_HUMAN
3027,P0DN77,OPSG2_HUMAN
3028,Q8NGG3,OR5T3_HUMAN
3029,Q8NGG0,OR8J3_HUMAN
3030,Q9H2C8,O51V1_HUMAN
3031,Q8NGF1,O52R1_HUMAN
3032,Q9P2P1,NYNRI_HUMAN
3033,Q9H209,O10A4_HUMAN
3034,Q8NH67,O52I2_HUMAN
3035,Q96KN3,PKNX2_HUMAN
3036,Q5T870,PRR9_HUMAN
3037,Q9NV39,PRR34_HUMAN
3038,Q13522,PPR1A_HUMAN
3039,P86480,PR20D_HUMAN
3040,Q7Z5V6,PPR32_HUMAN
3041,Q6ZSY5,PPR3F_HUMAN
3042,Q6UWB4,PRS55_HUMAN
3043,O75569,PRKRA_HUMAN
3044,Q9HBD1,RC3H2_HUMAN
3045,Q15415,RBY1F_HUMAN
3046,Q96EV2,RBM33_HUMAN
3047,Q8WXH6,RB40A_HUMAN
3048,Q96IZ5,RBM41_HUMAN
3049,P48378,RFX2_HUMAN
3050,Q9P227,RHG23_HUMAN
3051,A6NI28,RHG42_HUMAN
3052,Q9NS28,RGS18_HUMAN
3053,Q92900,RENT1_HUMAN
3054,P49756,RBM25_HUMAN
3055,P49792,RBP2_HUMAN
3056,A6NFN3,RFOX3_HUMAN
3057,Q9HBH0,RHOF_HUMAN
3058,P62745,RHOB_HUMAN
3059,Q92561,PHYIP_HUMAN
3060,P23219,PGH1_HUMAN
3061,Q8N2W9,PIAS4_HUMAN
3062,Q8TEZ7,PAQR8_HUMAN
3063,Q8TCS8,PNPT1_HUMAN
3064,Q9NYT0,PLEK2_HUMAN
3065,Q8WUA2,PPIL4_HUMAN
3066,Q00722,PLCB2_HUMAN
3067,P53816,PLAT3_HUMAN
3068,Q8TBX8,PI42C_HUMAN
3069,Q9P0L9,PK2L1_HUMAN
3070,Q9H8P0,PORED_HUMAN
3071,P54277,PMS1_HUMAN
3072,P04070,PROC_HUMAN
3073,Q13835,PKP1_HUMAN
3074,Q96HE9,PRR11_HUMAN
3075,Q6PGN9,PSRC1_HUMAN
3076,P21246,PTN_HUMAN
3077,Q9Y2R2,PTN22_HUMAN
3078,Q2TAK8,PWP3A_HUMAN
3079,Q96QR8,PURB_HUMAN
3080,O75192,PX11A_HUMAN
3081,Q8TC12,RDH11_HUMAN
3082,Q9HCJ3,RAVR2_HUMAN
3083,Q9Y5S9,RBM8A_HUMAN
3084,Q5T481,RBM20_HUMAN
3085,P01112,RASH_HUMAN
3086,Q9Y2K5,R3HD2_HUMAN
3087,Q96D70,R3HD4_HUMAN
3088,O95294,RASL1_HUMAN
3089,Q8N4Z0,RAB42_HUMAN
3090,O75570,RF1M_HUMAN
3091,Q96CC6,RHDF1_HUMAN
3092,Q02161,RHD_HUMAN
3093,P48380,RFX3_HUMAN
3094,P47804,RGR_HUMAN
3095,O14559,RHG33_HUMAN
3096,Q08116,RGS1_HUMAN
3097,Q6NUM9,RETST_HUMAN
3098,P19474,RO52_HUMAN
3099,Q9P1U0,RPA12_HUMAN
3100,Q96C74,ROP1L_HUMAN
3101,Q92753,RORB_HUMAN
3102,Q8N4F7,RN175_HUMAN
3103,Q5GAN3,RNS13_HUMAN
3104,Q96PX1,RN157_HUMAN
3105,Q9Y4L5,RN115_HUMAN
3106,Q9NQ39,RS10L_HUMAN
3107,O43610,SPY3_HUMAN
3108,P01148,GON1_HUMAN
3109,Q96LB2,MRGX1_HUMAN
3110,P26038,MOES_HUMAN
3111,Q9UPX6,MNAR1_HUMAN
3112,Q15390,MTFR1_HUMAN
3113,Q06455,MTG8_HUMAN
3114,Q99836,MYD88_HUMAN
3115,Q5VZE5,NAA35_HUMAN
3116,Q9UK23,NAGPA_HUMAN
3117,Q8NEV4,MYO3A_HUMAN
3118,P00387,NB5R3_HUMAN
3119,Q13287,NMI_HUMAN
3120,Q7Z3B1,NEGR1_HUMAN
3121,P19404,NDUV2_HUMAN
3122,Q9Y639,NPTN_HUMAN
3123,P14543,NID1_HUMAN
3124,Q96E22,NGBR_HUMAN
3125,Q99466,NOTC4_HUMAN
3126,O95631,NET1_HUMAN
3127,Q9BZE4,NOG1_HUMAN
3128,Q99733,NP1L4_HUMAN
3129,O75414,NDK6_HUMAN
3130,Q9ULJ8,NEB1_HUMAN
3131,O43677,NDUC1_HUMAN
3132,P20929,NEBU_HUMAN
3133,Q9BU61,NDUF3_HUMAN
3134,Q12980,NPRL3_HUMAN
3135,E9PQR5,NPIB8_HUMAN
3136,F8W1W9,NPIB9_HUMAN
3137,Q15166,PON3_HUMAN
3138,Q96T49,PP16B_HUMAN
3139,P48145,NPBW1_HUMAN
3140,F8W0I5,NPB12_HUMAN
3141,Q6PEZ8,PONL1_HUMAN
3142,Q99801,NKX31_HUMAN
3143,Q02297,NRG1_HUMAN
3144,P26717,NKG2C_HUMAN
3145,Q9NQ35,NRIP3_HUMAN
3146,Q8WVJ2,NUDC2_HUMAN
3147,Q9NY59,NSMA2_HUMAN
3148,P58400,NRX1B_HUMAN
3149,Q9P121,NTRI_HUMAN
3150,P22736,NR4A1_HUMAN
3151,Q92570,NR4A3_HUMAN
3152,Q15072,OZF_HUMAN
3153,Q5T2D3,OTUD3_HUMAN
3154,Q8NH03,OR2T3_HUMAN
3155,Q6GTS8,P20D1_HUMAN
3156,Q8NGE8,OR4D9_HUMAN
3157,A3KFT3,OR2M5_HUMAN
3158,Q8NH05,OR4Q3_HUMAN
3159,P0C604,OR4A8_HUMAN
3160,Q7RTY7,OVCH1_HUMAN
3161,Q7RTZ1,OVCH2_HUMAN
3162,A0A2R8YFM6,OOSP3_HUMAN
3163,A6NKK0,OR5H1_HUMAN
3164,Q8NHA4,O2AE1_HUMAN
3165,P0C626,OR5G3_HUMAN
3166,A6NMS3,OR5K4_HUMAN
3167,Q9H340,O51B6_HUMAN
3168,Q96MF7,NSE2_HUMAN
3169,Q6IF82,O4A47_HUMAN
3170,Q8NGJ5,O51L1_HUMAN
3171,A6NHA9,O4C46_HUMAN
3172,Q8NH40,OR6S1_HUMAN
3173,Q99489,OXDD_HUMAN
3174,Q8NGK1,O51G1_HUMAN
3175,Q8NGG4,OR8H1_HUMAN
3176,Q460N5,PAR14_HUMAN
3177,Q03431,PTH1R_HUMAN
3178,Q9NRI6,PYY2_HUMAN
3179,Q52LW3,RHG29_HUMAN
3180,Q14410,GLPK2_HUMAN
3181,Q96CH1,GP146_HUMAN
3182,P38405,GNAL_HUMAN
3183,P46926,GNPI1_HUMAN
3184,P38646,GRP75_HUMAN
3185,P12081,HARS1_HUMAN
3186,Q8TE85,GRHL3_HUMAN
3187,P13716,HEM2_HUMAN
3188,P51460,INSL3_HUMAN
3189,A8MYZ5,IQCF6_HUMAN
3190,Q9NZV8,KCND2_HUMAN
3191,A8MXZ3,KRA91_HUMAN
3192,Q96J84,KIRR1_HUMAN
3193,Q9BYQ8,KRA49_HUMAN
3194,Q9BYQ4,KRA92_HUMAN
3195,Q3LI81,KR271_HUMAN
3196,Q6L8H2,KRA53_HUMAN
3197,Q9NYS0,KBRS1_HUMAN
3198,Q9NQT8,KI13B_HUMAN
3199,Q96MU8,KREM1_HUMAN
3200,O75037,KI21B_HUMAN
3201,Q8N743,KI3L3_HUMAN
3202,Q14943,KI3S1_HUMAN
3203,Q86Z14,KLOTB_HUMAN
3204,Q8IXQ5,KLHL7_HUMAN
3205,P60410,KR108_HUMAN
3206,Q02156,KPCE_HUMAN
3207,Q9NR82,KCNQ5_HUMAN
3208,Q8N0V4,LGI2_HUMAN
3209,Q9UGB7,MIOX_HUMAN
3210,P22894,MMP8_HUMAN
3211,Q6ZSM3,MOT12_HUMAN
3212,A6NGR9,MROH6_HUMAN
3213,P0C617,O5AL1_HUMAN
3214,Q6IF36,O8G2P_HUMAN
3215,Q8NH74,O10A6_HUMAN
3216,Q8NGZ3,O13G1_HUMAN
3217,Q29RF7,PDS5A_HUMAN
3218,Q9Y5I1,PCDAB_HUMAN
3219,Q9UHG3,PCYOX_HUMAN
3220,Q96JY6,PDLI2_HUMAN
3221,Q9UNF0,PACN2_HUMAN
3222,Q13370,PDE3B_HUMAN
3223,Q6UW60,PCSK4_HUMAN
3224,Q9UN66,PCDB8_HUMAN
3225,Q9NXG6,P4HTM_HUMAN
3226,Q9Y5B6,PAXB1_HUMAN
3227,Q9NRA1,PDGFC_HUMAN
3228,Q6ZW49,PAXI1_HUMAN
3229,Q68DD2,PA24F_HUMAN
3230,P35354,PGH2_HUMAN
3231,Q9HCN3,PGAP6_HUMAN
3232,Q96S52,PIGS_HUMAN
3233,Q07326,PIGF_HUMAN
3234,P62937,PPIA_HUMAN
3235,Q13427,PPIG_HUMAN
3236,O60568,PLOD3_HUMAN
3237,Q16512,PKN1_HUMAN
3238,Q96S99,PKHF1_HUMAN
3239,O14494,PLPP1_HUMAN
3240,P79522,PRR3_HUMAN
3241,Q5T8A7,PPR26_HUMAN
3242,A4D1T9,PRS37_HUMAN
3243,Q5R3F8,PPR29_HUMAN
3244,P18433,PTPRA_HUMAN
3245,Q9UMZ3,PTPRQ_HUMAN
3246,Q8NDN9,RCBT1_HUMAN
3247,Q9NP90,RAB9B_HUMAN
3248,Q9UJ41,RABX5_HUMAN
3249,Q8NFJ5,RAI3_HUMAN
3250,P29373,RABP2_HUMAN
3251,Q8NHQ8,RASF8_HUMAN
3252,Q15032,R3HD1_HUMAN
3253,Q92928,RAB1C_HUMAN
3254,Q9H1A3,METL9_HUMAN
3255,Q9Y5U8,MPC1_HUMAN
3256,Q8NGF7,OR5BH_HUMAN
3257,Q99551,MTEF1_HUMAN
3258,P55157,MTP_HUMAN
3259,O43193,MTLR_HUMAN
3260,P09466,PAEP_HUMAN
3261,Q13203,MYBPH_HUMAN
3262,Q86UW6,N4BP2_HUMAN
3263,P17050,NAGAB_HUMAN
3264,O60237,MYPT2_HUMAN
3265,Q14896,MYPC3_HUMAN
3266,Q8N159,NAGS_HUMAN
3267,Q53F19,NCBP3_HUMAN
3268,Q8IVL1,NAV2_HUMAN
3269,Q8NFP9,NBEA_HUMAN
3270,O00160,MYO1F_HUMAN
3271,P30419,NMT1_HUMAN
3272,Q8IXH7,NELFD_HUMAN
3273,Q12986,NFX1_HUMAN
3274,Q13469,NFAC2_HUMAN
3275,Q86UR1,NOXA1_HUMAN
3276,Q8NCW5,NNRE_HUMAN
3277,Q14934,NFAC4_HUMAN
3278,P29371,NK3R_HUMAN
3279,O15226,NKRF_HUMAN
3280,Q7Z2Y5,NRK_HUMAN
3281,Q9Y2I2,NTNG1_HUMAN
3282,A1L443,NTM2F_HUMAN
3283,Q9NPD7,NRN1_HUMAN
3284,Q96CB9,NSUN4_HUMAN
3285,Q8IVD9,NUDC3_HUMAN
3286,Q3KNT7,NSN5B_HUMAN
3287,Q16612,NREP_HUMAN
